question,context,answer_start,answer
Ngôn ngữ chính thức của Nepal là gì,Nhân khẩu . Ngôn ngữ . Tiếng Nepal là ngôn ngữ chính thức và giữ vai trò là ngôn ngữ chung của người Nepal thuộc nhiều nhóm dân tộc ngôn ngữ khác nhau .,23,Tiếng Nepal
vị tướng giữ vai trò nhiếp chính cho Đinh Toàn khi mới lên ngôi,"Lịch sử . Đinh Phế Đế . Đinh Toàn khi đó mới 6 tuổi . Quyền lực thực tế nằm trong tay Thập đạo tướng quân Lê Hoàn , là nhiếp chính .",106,Lê Hoàn
Vua nhà Tây Sơn nào là con rể của vua Lê Hiển Tông,"Nguyễn Huệ vào thành Thăng Long yết kiến vua Lê Hiển Tông. Tuy về danh nghĩa Nguyễn Huệ trao trả quyền chính lại cho vua Lê và nhận phong Nguyên súy Dực chính phù vận Uy quốc công, nhưng trong thực tế, ông nắm toàn bộ quyền chính ở Bắc Hà. Do sự sắp xếp của Nguyễn Hữu Chỉnh, vua Lê Hiển Tông gả công chúa Ngọc Hân cho Nguyễn Huệ.",0,Nguyễn Huệ
Tên đỉnh núi cao nhất Việt Nam,"Đỉnh Phan Xi Păng là đỉnh núi cao nhất ở Việt Nam , được xem là nóc nhà của Đông Dương . Phía dưới đỉnh núi xa xa là thị trấn Sa Pa nằm ở độ cao 1.500 m so với mực nước biển . Nơi đây trong một ngày có bốn mùa , là nơi nghỉ mát lý tưởng cho khách du lịch .",0,Đỉnh Phan Xi Păng
Ngôi sao gần Trái Đất nhất là ngôi sao nào,"Mặt Trời là một ngôi sao gần nhất với Trái Đất vì vậy nó hiện lên như đĩa tròn cung cấp ánh sáng ban ngày cho hành tinh của chúng ta . Ngoài Mặt Trời , ngôi sao có kích thước biểu kiến lớn nhất là sao R Doradus , với đường kính góc chỉ là 0,057 cung giây .",0,Mặt Trời
Sông Hồng đổ vào nước ta bắt đầu từ tỉnh nào,"Sông Hồng hay còn gọi là Hồng Hà, bắt nguồn từ Trung Quốc. Đến biên giới Việt - Trung, sông chạy dọc biên giới khoảng 80 km; bờ nam thuộc Việt Nam, bờ bắc là lãnh thổ Trung Quốc. Điểm tiếp xúc đầu tiên của sông Hồng với lãnh thổ Việt Nam tại huyện Bát Xát, tỉnh Lào Cai.",257,tỉnh Lào Cai
bánh đa cua là đặc sản của địa phương nào,Món bánh đa cua ( bánh đa cua đồng hoặc bánh đa cua bể ) kiểu Hải Phòng có thể xem là phiên bản phổ biến nhất của món canh bánh đa đỏ nói chung .,62,Hải Phòng
"Trịnh Kiểm là người mở đầu, nhưng ai mới là chúa đầu tiên của họ Trịnh","Trịnh Tùng (chữ Hán: 鄭松, 1550 – 1623), thụy hiệu Thành Tổ Triết Vương (成祖哲王), là vị chúa đầu tiên của vương tôc Trịnh cầm quyền ở miền bắc Đại Việt thời Lê trung hưng. Ông cai trị từ năm 1570 tới năm 1623. Xét theo thế thứ, ông là đời thứ hai của họ Trịnh kế tục nhau lãnh binh quyền ""phù Lê"". Tuy nhiên cha ông là Trịnh Kiểm chỉ mới được phong tước ""công"", thụy hiệu ""Thái Vương"" của Trịnh Kiểm là do đời sau đặt. Phải từ thời Trịnh Tùng trở đi, họ Trịnh mới nhận tước vương khi còn tại vị, được gọi là chúa và lập thế tử, nên ông được xem là vị chúa Trịnh chính thức đầu tiên.",0,Trịnh Tùng
Tác giả của Thuỷ Hử là ai,"Thi Nại Am , ( 1296 ? - 1370 ? ) là một tác giả Trung Quốc , được cho là người biên soạn đầu tiên của "" Thuỷ Hử "" . Người ta biết rất ít thông tin về ông . Một số học giả ngày nay nghi ngờ về sự tồn tại của Thi Nại Am và cho rằng tên gọi này chỉ là bút danh của La Quán Trung , người cũng được cho là đóng góp trong vai trò người biên tập chính của "" Thuỷ Hử "" .",0,Thi Nại Am
thủ phủ của catalonia là thành phố nào,"Mar . "" ) , và Barceno ( Itin . Ant . ) – là thành phố lớn thứ 2 Tây Ban Nha , thủ phủ của Catalonia và tỉnh có cùng tên .",15,Barceno
Tổng thống thứ 44 của Hoa Kỳ là ai,"Lễ nhậm chức của Barack Obama như là Tổng thống thứ 44 của Hoa Kỳ diễn ra ngày 20 tháng 1 năm 2009 . Ngay từ những ngày đầu tiên , Obama ban hành những sắc lệnh và những bản ghi nhớ hướng dẫn quân đội Hoa Kỳ phát triển kế hoạch triệt thoái binh sĩ khỏi Iraq .",17,Barack Obama
Tên thành phố lớn nhất Thụy Sĩ hiện nay,Zürich là thành phố lớn nhất của Thuỵ Sĩ và là thủ phủ của bang Zürich .,0,Zürich
Vua Trần Duệ Tông tử trận ở kinh thành nào,"Lịch sử . Năm 1376 , vua Trần Duệ Tông đem 12 vạn quân thuỷ , bộ đánh thành Đồ Bàn bị Chế Bồng Nga đánh bại , Trần Duệ Tông tử trận .",76,Đồ Bàn
Hỏa giáo từng thịnh hành ở đâu,"Thời nhà Achaemenes, Hỏa giáo trở thành quốc giáo của Ba Tư, và tiếp tục giữ vị thế này cho đến thời thuộc Ả Rập. Có ý kiến cho rằng nhà tiên tri vĩ đại Zoroaster sống cùng thời với vị vua vĩ đại Cyrus Đại Đế, và các tín đồ Hỏa giáo đã phò tá đắc lực ông trong những trận thắng vang dội. Ông cũng thi hành chính sách tự do tôn giáo, văn hóa và tôn trọng nhân quyền đối với các dân tộc dưới quyền ông, nên được các ngoại tộc như người Do Thái kính nể. Trụ Cyrus - ghi nhận của Hoàng đế Cyrus Đại Đế về cuộc chinh phạt xứ Babylon của ông - được nhiều người coi là Tuyên ngôn Nhân quyền đầu tiên trong lịch sử.",54,Ba Tư
Senegal thuộc khu vực nào của châu Phi,"énégal, tên chính thức Cộng hòa Sénégal, là một quốc gia tại Tây Phi. Sénégal giáp Mauritanie về phía bắc, Mali đề phía đông, Guinée về phía đông nam, và Guiné-Bissau về phía tây nam.",61,Tây Phi
Nước có cách đọc tên gần giống phát âm tiếng Anh của hai biểu tượng trên nằm ở quốc gia nào,"Tên Drupal được phát âm là ""Droo - puhl"", bắt nguồn từ cách phát âm của từ druppel theo tiếng Anh đọc theo kiểu Hà Lan gần giống như từ ""Drop"" trong tiếng Anh vì thế logo của Drupal có hình dạng của giọt nước.",112,Hà Lan
Hermanis Matisons chuyên viết về đề tài gì,Ông là một tác giả chuyên viết về tàn cuộc . Ông mất vì bệnh lao phổi khi mới 38 tuổi .,34,tàn cuộc
Ngày Quốc tế thiếu nhi có từ năm nào,"Tháng 8 năm 1925, Hội nghị Thế giới vì Hạnh phúc Trẻ em (""World Conference for the Well-being of Children"") tại Geneva, Thụy Sĩ đã tuyên bố ngày 1 tháng 6 là ngày Quốc tế Thiếu nhi.",8,năm 1925
Lúa mì được trồng nhiều nhất ở đâu,"Năm 2003, lượng tiêu thụ lúa mì trên đầu người toàn cầu là , cao nhất là ở Kyrgyzstan. Năm 1997, lượng tiêu thụ trên đầu người toàn cầu là , cao nhất là Đan Mạch /người, nhưng khoảng 81% của lượng này dùng làm thức ăn cho động vật. Lúa mì là thực phẩm thiết yếu ở Bắc Phi và Trung Đông, và được trồng phổ biến ở châu Á. Không giống như lúa gạo, sản xuất lúa mì trải rộng hơn trên toàn cầu mặc dù Trung Quốc vẫn chiếm tới 1/6 sản lượng toàn thế giới.",312,châu Á
Cao nguyên Nà Sản thuộc tỉnh nào nước ta,"Cao nguyên Nà Sản hay còn có tên gọi cao nguyên Sơn La là một trong hai cao nguyên ở tỉnh Sơn La , cao nguyên còn lại là cao nguyên Mộc Châu .",48,Sơn La
lăng mộ và đền thờ kinh dương vương thuộc tỉnh nào hiện nay,"Lăng và Đền thờ . Hiện nay khu di tích lăng mộ và đền thờ Kinh Dương Vương được thờ phụng tại thôn Á Lữ , xã Đại Đồng Thành , huyện Thuận Thành , tỉnh Bắc Ninh .",146,tỉnh Bắc Ninh
Bắc Cung Hoàng hậu là vợ của vua nào,"Văn hoá . - Công chúa Lê Ngọc Hân còn gọi là Ngọc Hân công chúa hay Bắc Cung Hoàng hậu vợ của vua Quang Trung ( Nguyễn Huệ ) , là người xã Ninh Hiệp , huyện Gia Lâm ) .",94,vua Quang Trung
trận chung kết chung kết Champion League năm 2012 giữa Chelsea với đội tuyển nào,"Sự nghiệp cầu thủ . Chelsea . Drogba tiếp tục toả sáng trong trận chung kết Cúp FA giúp Chelsea thắng 2-1 trước Liverpool và giành vô địch Cúp FA . 19/5/2012 , trong trận chung kết Champion League gặp Bayern Munich , dù Chelsea đã bị thủng lưới trước ở phút thứ 84 nhưng Chelsea đã không từ bỏ .",201,Bayern Munich
Vị vua nào đã tự tử sau trận đánh ở kênh Sái Già,"Lịch sử . Kháng chiến chống Minh . Cháu Giản Định là Trần Quý Khoáng ( Hoàng đế Trùng Quang ) tiếp tục lãnh đạo cuộc kháng chiến . Năm 1413 , sau trận thư hùng đẫm máu ở kênh Sái Già ( Thuận Hoá ) , vua Trùng Quang và các tướng lĩnh tự sát .",199,vua Trùng Quang
Bia tiến sĩ nào được UNESCO công nhận là Di sản tư liệu thế giới,"Di sản tư liệu tại Việt Nam . Bia tiến sĩ Văn Miếu Thăng Long đã được công nhận là di sản tư liệu thế giới ngày 9/3/2010 , tại Macau , Trung Quốc . 4 .",30,Bia tiến sĩ Văn Miếu Thăng Long
Nước đầu tiên đưa con người vào vũ trụ là,"Chương trình vũ trụ Liên Xô, do Sergey Pavlovich Korolev thiết lập, đặc biệt thành công. Ngày 4 tháng 10 năm 1957 Liên bang Xô viết phóng vệ tinh vũ trụ Sputnik đầu tiên. Ngày 12 tháng 4 năm 1961 Yuri Alekseyevich Gagarin trở thành người đầu tiên đi vào vũ trụ trên con tàu vũ trụ Liên Xô Vostok 1. Các thành tựu khác của chương trình vũ trụ Nga gồm: bức ảnh đầu tiên chụp phía bề mặt không nhìn thấy của Mặt Trăng; thám hiểm Sao Kim; đi ra ngoài khoảng không vũ trụ lần đầu tiên với Aleksey Arkhipovich Leonov; người phụ nữ đầu tiên bay vào vũ trụ Valentina Vladimirovna Tereshkova. Gần đây hơn, Liên Xô đã chế tạo trạm vũ trụ đầu tiên của thế giới, Salyut tới năm 1986 đã được thay thế bởi Mir, trạm vụ trụ có người ở liên tục và dài hạn đầu tiên, hoạt động từ năm 1986 tới năm 2001.",114,Liên bang Xô viết
Ngọn núi nào ở Nhật Bản được công nhận Di sản văn hóa thế giới,"Nó là một trong ""Ba núi Thánh"" của Nhật Bản (三霊山, Sanreizan) cùng với Núi Haku và Tate. Phú Sĩ là một danh thắng đặc biệt và một di tích lịch sử của Nhật Bản.[7] Ngọn núi được thêm vào danh sách Di sản thế giới của UNESCO vào ngày 22 tháng 6 năm 2013 nhờ giá trị văn hóa. Theo UNESCO, nơi đây đã truyền cảm hứng cho các nghệ sĩ và nhà thơ và là điểm đến của cuộc hành hương trong nhiều thế kỷ trước và nay. Di sản này bao gồm 25 địa điểm nằm trong khu vực núi Phú Sĩ bao gồm khu vực núi thiêng, đền thờ Thần đạo Fujisan Hongū Sengen Taisha, đền thờ Phật giáo Taiseki-ji.",88,Phú Sĩ
Chùa Thiên Mụ được xây dựng vào năm nào,"Tư tưởng lớn của chúa Nguyễn Hoàng dường như cùng bắt nhịp được với ý nguyện của dân chúng. Nguyễn Hoàng cả mừng, vào năm 1601 đã cho dựng một ngôi chùa trên đồi, ngoảnh mặt ra sông Hương, đặt tên là ""Thiên Mụ"".",118,năm 1601
trần quý khoáng là cháu nội của vua,"Ông có tên huý là Trần Quý Khoáng hay Trần Quý Khoách , là cháu nội của Trần Nghệ Tông .",72,Trần Nghệ Tông
Thác nước nào của Nam Mỹ nằm trong danh sách 7 kỳ quan thiên nhiên mới của thế giới,"Ngày 11 tháng 11 năm 2011, Iguazu đã được công bố là một trong bảy kỳ quan thiên nhiên của tổ chức Bảy kỳ quan thế giới mới (NOWC)",27,Iguazu
Cầu Cổng Vàng nổi tiếng của Mỹ nằm tại thành phố nào,"Cầu Cổng Vàng (tiếng Anh: ""Golden Gate Bridge"") hay Kim Môn kiều là một cây cầu treo nối liền Cổng Vàng, cửa ngõ vào của vịnh San Francisco và Thái Bình Dương. Là một phần của cả hai xa lộ US 101 và California State Route 1, chiếc cầu nối liền thành phố San Francisco trên mũi phía bắc của bán đảo San Francisco với hạt Marin. Khi được hoàn thành vào năm 1937, The Golden Gate Bridge là cây cầu treo dài nhất trên thế giới, và đã trở thành một biểu tượng quốc tế của San Francisco, California, Hoa Kỳ. Kể từ khi hoàn thành đến nay đã có tám chiếc cầu khác có chiều dài vượt qua Cầu Cổng Vàng. Tuy thế, nó vẫn là cây cầu treo dài thứ hai ở Hoa Kỳ, sau cầu Verrazano-Narrows ở New York. Vào năm 2007, nó đã được xếp hạng thứ năm trong ""Danh sách những kiến trúc Hoa Kỳ được yêu thích"" do Viện Kiến trúc sư Hoa Kỳ bầu chọn.",126,San Francisco
Vị vua nào của Việt Nam có công đánh đuổi giặc Minh,"Sắc phong và thờ phụng . Sau khi khởi nghĩa Lam Sơn đại thắng đánh đuổi được giặc Minh ( nhà Minh ) xuân lược , Lê Lợi lên ngôi Hoàng đế vào ngày 15 tháng 3 , năm 1428 , sử gọi là Lê Thái Tổ , chính thức dựng lên triều Hậu Lê trong lịch sử Việt Nam , quốc hiệu Đại Việt , đóng đô ở Thăng Long và đổi tên Thăng Long thành Đông Kinh vào năm Thuận Thiên thứ hai ( 1430 ) .",112,Lê Lợi
thổ nhĩ kỳ có đường biên giới với quốc gia nào ở phía Tây Bắc,"Thổ Nhĩ Kỳ , tên chính thức là nước Cộng hoà Thổ Nhĩ Kỳ , là một quốc gia xuyên lục địa , phần lớn nằm tại Tây Á và một phần nằm tại Đông Nam Âu , Thổ Nhĩ Kỳ có biên giới với 8 quốc gia : Bulgaria ở phía tây bắc ; Hy Lạp ở phía tây ; Gruzia ở phía đông bắc ; Armenia , Iran và vùng tách rời Nakhchivan của Azerbaijan ở phía đông ; và Iraq cùng Syria ở phía đông nam .",188,Bulgaria
đâu là đảo núi lửa lớn nhất hàn quốc,"Địa lý . Địa hình . Jeju cũng là nơi có Hallasan - núi cao nhất Hàn Quốc , đây là một ngọn núi lửa đã ngưng hoạt động , cao 1.950 mét so với mực nước biển .",20,Jeju
zimbabwe là quốc gia nằm ở phía nam lục địa nào nào,Địa lý và môi trường . Zimbabwe là một quốc gia nằm kín trong lục địa ở miền nam châu Phi . Đa phần nước này nằm ở trung tâm cao nguyên trung tâm ( thảo nguyên cao ) trải dài từ tây nam tới tây bắc ở các cao độ trong khoảng giữa 1200 và 1600m .,81,châu Phi
Nhà hàng hải nổi tiếng nào gốc Italy đã có công tìm ra châu Mỹ,"Cristoforo Colombo (tiếng Tây Ban Nha: Cristóbal Colón; tiếng Anh: Christopher Columbus, khoảng 1451 – 20 tháng 5, 1506) là một nhà hàng hải người nước Cộng hòa Genova[1] và một đô đốc của các vị Quân chủ Công giáo Tây Ban Nha, mà những chuyến vượt Đại Tây Dương của ông đã mở ra những cuộc thám hiểm Châu Mỹ cũng như quá trình thực dân hoá của Châu Âu. Ông thường được coi là một người dân Genova, nguồn gốc xuất thân là người Do Thái di cư như bao người khác ở thế kỷ 15 - 16.",0,Cristoforo Colombo
chuông quy điền - một trong an nam tứ đại khí trước đây - được đặt ở chùa nào của Việt Nam,- Chuông Quy Điền ở chùa Diên Hựu Hà Nội .,20,chùa Diên Hựu
trạng nguyên đầu tiên của việt nam là ai,Danh sách . Nếu dựa theo danh sách này thì có 49 Trạng nguyên chính thức và Trạng nguyên đầu tiên là Nguyễn Quan Quang .,101,Nguyễn Quan Quang
Nguyễn Ánh Lên ngôi năm nào,"Nguyễn Ánh lên ngôi , lấy niên hiệu là Gia Long , từ năm 1802 người Trung Quốc đổi tên lại là "" Việt Nam quốc nhạc "" .",57,1802
núi nào thuộc tỉnh An Huy nằm trong “tứ đại danh sơn” của trung quốc,"Núi Cửu Hoa là một trong tứ đại Phật giáo danh sơn tại Trung Quốc , nằm về phía đông nam của phố Trì Châu thuộc tỉnh An Huy - Trung Quốc .",0,Núi Cửu Hoa
Quốc giáo của Các Tiểu vương quốc Ả Rập Thống nhất,"Các Tiểu vương quốc Ả Rập thống nhất có diện tích tự nhiên khoảng 83.600 km2, dân số gần 10 triệu người, ngôn ngữ chính thức là tiếng Ả Rập. Đạo Hồi là quốc giáo của UAE.",141,Đạo Hồi
Tên một ngày lễ diễn ra vào mùng 5 tháng 5 âm lịch tại một số nước Đông Á,"Tết Đoan Ngọ hoặc Tết Đoan Dương , ngày mùng 5 tháng 5 âm lịch , là một ngày Tết truyền thống tại một số nước Đông Á như Việt Nam , Đài Loan , Triều Tiên và Trung Quốc . Tết Đoan ngọ tồn tại từ lâu trong văn hoá dân gian Phương Đông và có ảnh hưởng đến sinh hoạt văn hoá .",0,Tết Đoan Ngọ
quốc gia nào có dân số đông thứ ba thế giới sau trung quốc và ấn độ,"Nhân khẩu . Hiện Hoa Kỳ là nước đông dân thứ ba trên thế giới , chỉ xếp sau Trung Quốc và Ấn Độ .",17,Hoa Kỳ
Theo cổ tích Hùng Vương thì vùng Nghệ An và Hà Tĩnh vốn thuộc nước nào,"Lịch sử . Theo cổ tích Hùng Vương thì vùng Nghệ An và Hà Tĩnh vốn thuộc nước Việt Thường , kinh đô là vùng chân núi Hồng Lĩnh .",72,nước Việt Thường
thủ phủ của catalunya là thành phố nào,"Barcelona là thủ phủ của Catalunya , thành phố lớn nhất Tây Ban Nha và một trong 6 khu vực đô thị lớn nhất liên minh châu Âu .",0,Barcelona
Chuột lang là loài đặc hữu của khu vực nào châu Mỹ,"Chuột lang nước là loài đặc hữu ở Nam Mỹ , cư ngụ ở các trảng cỏ và rừng lá rậm , gần nguồn nước .",34,Nam Mỹ
Tiếng chim hót trong bụi mận gai được do ai sáng tác,"Tiếng chim hót trong bụi mận gai (nguyên gốc The Thorn Birds) là tiểu thuyết nổi tiếng nhất của nữ văn sĩ người Úc Colleen McCulough, được xuất bản năm 1977.",115,Colleen McCulough
Khun Lo được cho là hậu duệ của ai,"Ông cũng được coi là người sáng lập thành phố Luang Prabang . Bản thân Khun Lo được cho là hậu duệ của Khun Borom , tổ tiên huyền thoại của Các sắc tộc Thái từ vùng nam Trung Quốc .",103,Khun Borom
Tên dòng sông ở Quảng Nam bắt nguồn từ biên giới Việt-Lào,"Sông Cái , nghĩa chữ là "" sông Mẹ "" , là tên của nhiều con sông ở Việt Nam như : - Sông Cái Quảng Nam , tên gọi đoạn trung lưu của sông Vu Gia , trong cùng hệ thống với sông Thu Bồn ở tỉnh Quảng Nam , bắt nguồn từ vùng biên giới Việt - Lào , nối với sông Thu Bồn ở huyện Đại Lộc .",131,sông Vu Gia
Ngày thành lập Đoàn thanh niên cộng sản Hồ Chí Minh là ngày bao nhiêu,"Tại Đại hội toàn quốc lần thứ 3 họp từ ngày 22 đến 25 tháng 3 năm 1961, các đại biểu đã quyết định lấy ngày 26 tháng 3 năm 1931 (ngày cuối của Hội nghị Trung ương Đảng lần thứ 2, dành để bàn bạc và quyết định những vấn đề rất quan trọng đối với công tác thanh niên) làm ngày thành lập Đoàn hàng năm.",103,ngày 26 tháng 3 
huyện trần văn thời thuộc tỉnh nào,"Trần Văn Thời là một huyện thuộc tỉnh Cà Mau , Việt Nam . Huyện mang tên nhà cách mạng Việt Nam Trần Văn Thời .",33,tỉnh Cà Mau
Mù Cang Chải thuộc tỉnh nào,"Mù Cang Chải, đôi khi viết là Mù Căng Chải là một huyện miền tây tỉnh Yên Bái.",65,tỉnh Yên Bái
Nước Đức có tổng cộng bao nhiêu bang,"Nước Đức được thành lập từ 16 bang ( tiếng Đức : "" Land "" ( số ít ) hoặc "" Länder "" ( số nhiều ) ) , vì thế có quốc hiệu đầy đủ là Cộng hoà Liên bang Đức . Mỗi bang là một thực thể có chủ quyền , có hiến pháp riêng , có nghị viện riêng , có chính quyền riêng , có toà án riêng .",27,16 bang
Trịnh Kiểm lập nhiều chiến công trong trận đánh quân nào,"Trịnh Kiểm lập nhiều chiến công trong các trận đánh quân Mạc . Vua Lê Trang Tông cũng coi là người tâm phúc , năm 1539 phong ông lên chức Đại tướng quân , tước Dực quận công .",42,trận đánh quân Mạc
Hồ Núi Cốc thuộc tỉnh nào,"Hồ Núi Cốc là tên một hồ nước ngọt nhân tạo tại tỉnh Thái Nguyên, Việt Nam. Đây là một địa điểm du lịch hấp dẫn của tỉnh Thái Nguyên. Không những thế nó còn được gắn với huyền thoại về chuyện tình nàng Công và chàng Cốc. Hồ Núi Cốc được nhắc đến nhiều khi mà năm du lịch Quốc gia 2007 và 2008 được tổ chức ở Thái Nguyên.",48,tỉnh Thái Nguyên
Tổng thống đầu tiên sinh ra tại Hawaii là ai,"Chào đời ngày 4 tháng 4 năm 1961 tại Bệnh viện Phụ sản Kapi ’ olani ( nay là Trung tâm Y tế Kap ’ olani cho Phụ nữ và Nhi đồng ) ở Honolulu , Hawaii , Obama là tổng thống đầu tiên sinh tại Hawaii . Mẹ của Obama , Stanley Ann Dunham , sinh tại Wichita , Kansas thuộc dòng dõi Anh .",151,Obama
Thành phố nào ở châu Á nhiều lần giành quyền đăng cai Á vận hội nhất,"Đại hội Thể thao châu Á 1998, hay Á vận hội XIII, được tổ chức từ ngày 6 đến 20 tháng 12 năm 1998 tại Bangkok (Thái Lan). Đây là lần thứ tư Thái Lan đăng cai Á vận hội sau các năm 1966, 1970 và 1978, đồng thời Thái Lan trở thành quốc gia đầu tiên của châu Á cũng như khu vực Đông Nam Á 4 lần đăng cai Á vận hội. Tất cả có 41 quốc gia tham dự.",102,Bangkok
Môn đua ngựa có nguồn gốc từ nước nào,"Anh có di sản thể thao mạnh mẽ, trong thế kỷ XIX Anh đã điều lệ hoá nhiều môn thể thao hiện được chơi khắp thế giới. Các môn thể thao có nguồn gốc tại Anh gồm có bóng đá, cricket, rugby union, rugby league, quần vợt, quyền Anh, cầu lông, bóng quần, rounders, khúc côn cầu, snooker, bi-a, phi tiêu, bóng bàn, bóng gỗ, netball, đua ngựa thuần chủng, đua chó và săn cáo. Anh còn giúp phát triển golf, đua thuyền buồm và công thức 1.",0,Anh
Lê Thanh Vân trúng cử đại biểu Quốc hội khóa XIII tại thành phố nào,"Năm 2011 , ông trúng cử đại biểu Quốc hội khoá XIII tại thành phố Hải Phòng và giữ chức Uỷ viên Thường trực Uỷ ban Tài chính - Ngân sách của Quốc hội .",56,thành phố Hải Phòng
dinh thự vua mèo ở tỉnh nào hiện nay,"Khu dinh thự của vua Mèo , tên dùng trong các văn bản là Dinh thự họ Vương , hay còn được gọi với tên Nhà Vương toạ lạc trong một thung lũng thuộc địa bàn xã Sà Phìn , huyện Đồng Văn , Hà Giang .",185,Hà Giang
ngọn núi nào cao nhất ở malaysia,"Núi Kinabalu ( tiếng Malay : "" Gunung Kinabalu "" ) là một núi nổi bật ở Đông Nam Á và là điểm cao nhất của Malaysia .",0,Núi Kinabalu
Sông Hương chảy qua tỉnh nào nước ta,"Sông Hương hay Hương Giang là con sông chảy qua thành phố Huế thuộc tỉnh Thừa Thiên Huế , miền Trung Việt Nam .",68,tỉnh Thừa Thiên Huế
thành phố hà giang phía đông giáp với huyện nào,"Địa lý . Thành phố Hà Giang là trung tâm kinh tế , chính trị của tỉnh Hà Giang , nằm ở vị trí trung tâm của tỉnh , cách cửa khẩu Thanh Thuỷ trên biên giới Việt Nam - Trung Quốc 23 km và cách Hà Nội 318 km , có vị trí địa lý : - Phía đông giáp huyện Bắc Mê .",243,huyện Bắc Mê
con sông lớn nhất thế giới là con sông nào,"Năm lưu vực sông lớn nhất (theo khu vực), từ lớn nhất đến nhỏ nhất là các lưu vực sông Amazon, Río de la Plata, sông Congo, sông Nile và sông Mississippi. Ba con sông chảy nhiều nước nhất là sông Amazon, sông Hằng và sông Congo.",82,sông Amazon
Hang động tự nhiên lớn nhất thế giới nằm trong quần thể hang động Phong Nha-Kẻ Bàng tên là gì,"Hang Sơn Đoòng tại xã Tân Trạch , huyện Bố Trạch , tỉnh Quảng Bình , Việt Nam được coi là hang động tự nhiên lớn nhất thế giới . Hang này nằm trong quần thể hang động Phong Nha-Kẻ Bàng . Hang Sơn Đoòng là một phần của hệ thống ngầm nối với hơn 150 động khác ở Việt Nam gần biên giới với Lào .",0,Hang Sơn Đoòng
Hãng xe Lamborghini được thành lập năm nào,Lamborghini được thành lập năm 1963; 56 năm trước bởi Ferruccio Lamborghini,27,năm 1963
vịnh bengal nằm trong đại dương nào,"Vịnh Bengal ( , [ bɔŋgopoʃagoɾ ] , [ bəŋgɑːl kɪː kʰɑːɽɪː ] ) là một trong những vịnh lớn nhất thế giới , nằm ở Nam Á , phía đông bắc Ấn Độ Dương .",133,Ấn Độ Dương
luật bia đức reinheitsgebot được đưa ra bởi công tước nào,"Châu Âu thời Cận đại . Năm 1516 , William IV , Công tước xứ Bavaria , đã thông qua bộ luật "" Reinheitsgebot "" ( luật sản xuất bia tinh khiết ) , có lẽ đây là bộ luật quy định về sản xuất thực phẩm lâu đời nhất vẫn còn được dùng cho đến thế kỷ 20 ( Reinheitsgebot đã được luật pháp Đức thông qua chính thức vào năm 1987 ) .",34,William IV
hệ điều hành nào là mã nguồn mở,"Hiện nay , Linux là một hệ điều hành với mã nguồn mở và miễn phí dưới bản quyền của tổ chức GNU .",11,Linux
núi trường sơn còn có tên gọi khác là gì,"Dãy núi Trường Sơn , hoặc gọi dãy núi Trung Kì là dãy núi chủ yếu ở bán đảo Đông Dương , dài chừng 1.100 kilômét , là đường phân thuỷ của sông Mê Kông và hệ thống sông ngòi đổ vào biển Đông , đi song song với bờ biển , về tổng thể hiện ra hình vòng cung thoai thoải theo hướng tây bắc - đông nam , cũng là dải núi dài phân chia ranh giới Việt Nam và Lào , chỗ này là rừng thường xanh ẩm gần như còn sót lại của toàn cầu , do đó có danh hiệu là "" hành lang xanh "" .",34,núi Trung Kì
Quốc gia nào rộng thứ nhì Trung Đông,"Iran có dân số trên 79,92 triệu người tính đến năm 2017 , là quốc gia đông dân thứ 18 trên thế giới . Lãnh thổ Iran rộng 1.648.195  km2 , là quốc gia rộng thứ nhì tại Trung Đông và đứng thứ 17 thế giới . Iran có vị thế địa chính trị quan trọng do nằm tại phần trung tâm của đại lục Á-Âu và gần với eo biển Hormuz .",0,Iran
làng gốm xã bát tràng thuộc huyện nào của hà nội,"Bát Tràng là một xã thuộc huyện Gia Lâm , thành phố Hà Nội . Ngoài ra , địa danh Bát Tràng còn có thể chỉ : - Làng Bát Tràng thuộc xã Bát Tràng .",26,huyện Gia Lâm
Canberra là thủ đô của nước nào,"Lãnh thổ Thủ đô Úc (tiếng Anh: ""Australian Capital Territory"", viết tắt ""ACT"") là một vùng lãnh thổ phía đông nam Úc, nằm trong New South Wales. Thành phố duy nhất là Canberra, thủ đô của nước Úc.",188,nước Úc
giải mâm xôi vàng là giải thưởng dành cho lĩnh vực nào,"Giải Mâm xôi vàng ( tiếng Anh : "" Golden Raspberry Awards "" hay "" Razzies "" ) là một giải thưởng điện ảnh do John Wilson lập ra vào năm 1980 với mục đích làm giải thưởng điện ảnh ngược so với giải Oscar , theo đó , Giải Mâm xôi vàng sẽ được trao cho những tác phẩm điện ảnh , các vai diễn và các hạng mục khác liên quan đến điện ảnh được coi là dở nhất trong năm của điện ảnh Hoa Kỳ .",97,điện ảnh
nhà chiêm tinh thiên văn học nổi tiếng tycho brahe là người nước nào,"Lịch sử . Thời kỳ Phục Hưng và Cận đại . Những nhà thiên văn lớn hành nghề nhà chiêm tinh hoàng gia bao gồm Tycho Brahe thuộc hoàng gia Đan Mạch , Johannes Kepler phục vụ nhà Habsburgs , Galileo Galilei phục vụ nhà Medici , và Giordano Bruno , người bị thiêu trên cọc ở Roma vào năm 1600 vì bị cho là theo dị giáo .",136,Đan Mạch
